Id,Prediction
1,0.24252475276929886
2,0.9743183919578204
3,0.3195183569412002
4,0.9905218967568186
5,0.9159439650034388
6,0.9997998583071026
7,0.9608914960220952
8,0.8987648393141705
9,0.8760439594652301
10,0.43175956960318973
11,0.990068204384375
12,0.8875034874170166
13,0.640115744377399
14,0.89961592173688
15,0.9878155663044378
16,0.7515905782862217
17,0.9533108677935702
18,0.314183035958165
19,0.08231091651408731
20,0.9872096060680869
21,0.5991651861053848
22,0.4187568270903887
23,0.6797541165029473
24,0.9822463466820639
25,0.2608865729142765
26,0.9420926637859697
27,0.22962053948546887
28,0.9909945906706871
29,0.9942023120338486
30,0.9113578407202217
31,0.6503917197417041
32,0.5929126967948365
33,0.9242590687233189
34,0.9908469717736861
35,0.6642898154818033
36,0.4641566695813272
37,0.5702273882768679
38,0.8315303057732315
39,0.6885337880521294
40,0.6652966448842741
41,0.6686153007120949
42,0.9522292041402881
43,0.6901899905826017
44,0.9384419673210166
45,0.9834993157571669
46,0.8863469417582076
47,0.4692017350185125
48,0.6979263997083237
49,0.9947946741885573
50,0.8794048190910891
51,0.9849338168830899
52,0.9921141588703271
53,0.9183783405857254
54,0.984222436972082
55,0.23200354933004155
56,0.9638130536132109
57,0.8162355034334922
58,0.41124367334934625
59,0.9855605177737693
60,0.9538309283823584
61,0.985418370795739
62,0.4470067603687639
63,0.9893551764822758
64,0.6566558123936709
65,0.4466914229300672
66,0.7405708172481524
67,0.9901898552465813
68,0.2846864476034932
69,0.9946385582302143
70,0.8836161661730306
71,0.3872237167120913
72,0.9230421860413891
73,0.24593110470502552
74,0.9740633930735048
75,0.9861912619669962
76,0.993609855760425
77,0.9744444771035056
78,0.9995024369187838
79,0.9560745316147276
80,0.9841620928726196
81,0.9065658748923494
82,0.9857695990499978
83,0.8937121430241364
84,0.20019040549026146
85,0.6633702180749349
86,0.33844809712569773
87,0.6600665552226307
88,0.9996651623794602
89,0.9989528353579856
90,0.5775877146773775
91,0.552633280476875
92,0.47841015401404013
93,0.7071654722975981
94,0.9965843830105875
95,0.9941054316419522
96,0.7432672324262068
97,0.9993053890738685
98,0.6917324283679144
99,0.20231875249032477
100,0.22790414215649954
101,0.30578662312806304
102,0.2329471242644495
103,0.6890235164978019
104,0.27612367632579116
105,0.8626938149882655
106,0.9918622211596049
107,0.21731843518433527
108,0.9473500729463056
109,0.24386831620524324
110,0.3216552391749199
111,0.5515099003446555
