2370835	163021
458068	1780174
3639154	994495
1136970	3068126
2576671	3287384
3437795	4209740
3879044	4374458
3536728	1058613
1091554	4000803
3553345	499165
215846	4162538
3373685	918429
3862389	4657450
3684394	2368182
812874	986782
1704367	3206297
876865	2292299
97769	3418202
1019779	1858187
2204149	2266129
1472281	843211
4229221	3092357
880456	2101584
3538278	2544271
4372393	4288551
1851558	4856212
1836662	1828423
1285503	1545259
2880138	1736729
3657395	1769527
1815785	732047
753859	4460459
4739917	3843101
3474208	1191812
4835288	989648
3445077	4479435
2500159	4424137
1141663	3280153
3863780	2646274
3479537	212805
2583065	4254790
4248381	2711512
3577169	3440001
348855	3376289
537479	3553485
3620452	799967
4226190	4049209
3454370	1161954
101838	4530773
1965906	3367252
856916	2953012
3293699	3691100
471758	12903
3230797	1388914
1525059	1907218
1582392	876746
4823214	2567426
2988392	3913293
657126	558599
2678379	4256514
3713980	4751012
3725739	1518723
2945223	745635
4088188	171777
1044485	2803906
4775200	2904907
943129	812338
4693353	3965501
1599852	3878611
1383115	681763
4203692	3619189
1710360	502979
3324917	3128223
3658643	4581660
4863913	3358021
2609567	4201318
1770441	3425931
4176124	1481626
631133	200894
1385589	3328424
1033632	106816
557555	2677976
1146958	1822479
3691946	3889939
363593	4797529
3167204	3599769
3497253	4219826
1588917	100501
3622922	2940064
768586	3042994
4695321	3487024
1465661	873463
725252	1793816
219686	3987847
1637614	198692
2060293	609616
1763838	2882556
3991988	3275350
759193	4211300
4736574	3821654
4772774	3610663
2614719	3369616
2346454	3486890
2070132	3555197
642553	1552494
4568687	875552
3505240	204869
3804964	2726247
1555990	1327052
2430912	1488401
3546986	2921717
2057013	2940201
3994145	2609916
1980074	181388
2569366	2808502
2935161	1855143
64365	1130726
2911865	467361
3062228	4675498
3974307	2415719
1357350	3259540
2329000	2736347
575358	4446083
3318630	4660907
2706669	1290319
534896	1519579
3099361	3594641
3062579	3956081
646906	3898128
3992269	4801583
2360488	4154928
135377	4790219
3292050	6381
2565182	2665025
634050	2810245
2345122	3936097
2363661	2663992
2112778	1904378
553774	2949829
1741454	4227854
801181	2403193
4611279	1417164
2932978	3947398
988086	551741
4751661	4101222
3398605	935334
946929	2165781
4820240	2802241
2257169	2044527
3609289	3800246
177892	3730166
543340	3716900
2052346	4614980
4615238	885241
3794674	1981739
2086336	2207208
4307154	785572
1060773	1254926
3059028	4823608
416582	3468062
2434223	1895051
3355892	3779011
2016182	1647458
2443730	1646684
1795777	3684091
2738983	3351363
3032011	3272419
2390617	4095126
3962715	1349440
3928706	460737
3064744	2401005
2581909	3432895
4495993	2282475
1666632	3537346
2347631	4711349
758741	2255335
44026	4305308
2007226	1960815
2470362	3297300
2157499	851826
4756583	455797
1957044	3316172
1614789	377939
3156169	2353845
1941174	2133185
2681627	1146598
1565115	4577933
2665917	487236
2420317	421545
302221	2661301
4073111	3525645
3407024	1187764
2556935	2981086
3645835	1212100
1671261	1228469
2323997	1298279
1573573	3930791
4452994	3335716
4294640	2302773
2683493	710322
1614256	4523138
2813378	1109115
1062726	324600
343513	541654
2178874	4305817
1627041	2505203
3910931	3407050
4388455	1621813
1498049	4148619
1188080	1837119
2172433	3776546
2427280	287025
1684321	193217
4695211	4509563
4211340	1423406
2061565	1633031
4276	1175704
4337589	3852682
2008325	2420351
2747248	583748
4239503	3799335
1398283	919153
668208	1541787
3427007	3395578
3530696	2511997
2838515	1532280
4761404	3131186
1312828	2994721
3989827	2577052
2419221	4336890
4295941	3907804
4651396	4473696
3609358	2635719
3133147	1202634
379266	4200198
2689204	3048550
4695628	1408137
3905067	3213275
4064655	3602567
289925	1911947
3266143	2138440
3477293	1583552
3827140	72158
3761317	3094205
3029657	2660480
3662163	3754720
4192334	1766466
751007	1624348
4635657	1389649
2807375	3154615
1623115	2659631
298254	3226212
2060097	2614156
3849807	3335743
2111280	3912593
1502315	461337
2225634	2488882
2706750	2504243
