Id,Prediction
1,0.0024483291586536184
2,0.007813347503762107
3,0.007088554204374042
4,0.17313095930119995
5,0.04068366258381867
6,0.028725100789611286
7,0.004974782691434887
8,0.02183947922144262
9,0.006841800391271426
10,0.02974922081899631
11,0.0032872988073008526
12,0.006322331865901694
13,0.0019432319876743443
14,0.007249154584129508
15,0.03548794150816959
16,0.0030057263598168996
17,0.004416704565408604
18,0.024393859960339794
19,0.0018631220370202916
20,0.10754293885667637
21,0.0003823427805954405
22,0.04426802183963731
23,8.41171554701916e-05
24,0.1060689766066653
25,0.049898570224285156
26,0.04475430824905294
27,0.0033491489215048123
28,0.056322389772143606
29,0.009009851353860662
30,0.06975896788111557
31,0.0062684694528608665
32,0.00031123447030695676
33,0.01770438400967871
34,0.42354182394448214
35,0.00048358269439830706
36,0.19053941000628205
37,6.6825896257223795e-06
38,1.4782685776594926e-05
39,0.00011996760633072015
40,0.010494345928969287
41,0.037494789897004284
42,0.024931621348736107
43,0.002262412455132273
44,0.05390273158001163
45,0.06288482787581821
46,0.005862249188927793
47,0.0010969374268316844
48,0.36762919533374294
49,0.12789622648834842
50,0.02335331264722167
51,0.04966246825162287
52,0.015087825401646637
53,0.0180396395502812
54,0.03459907522911467
55,0.00021337771173852196
56,0.022465140578259542
57,0.011331963015561101
58,0.08096229071229999
59,0.05948145362990453
60,0.04912636243242146
61,0.09627445651768253
62,0.0004706773273593736
63,0.023756596641340885
64,0.004489952852397325
65,0.0003130857222360598
66,0.015459937296386906
67,0.012133861598403567
68,0.0019217115336675954
69,0.013986884025166714
70,0.0021533408628439414
71,0.0004895393412677826
72,0.030578212661185603
73,0.008590235573557556
74,0.008861993835938558
75,0.022568166416970886
76,0.01626456398363986
77,0.028549430695784753
78,0.026343362499737715
79,0.01827729092532812
80,0.1487675352906632
81,0.001970367591715707
82,0.06609568833640206
83,0.011936143017343031
84,0.0003431487091908687
85,0.0002325752262574274
86,0.020963614750989165
87,0.001976604956007738
88,0.09690841079198119
89,0.039579339716538875
90,0.023242800735061186
91,0.0058710336693141504
92,1.0738153298762e-05
93,0.0007684691221209258
94,0.03737203663580095
95,0.009270224351452203
96,0.00012578050012470766
97,0.0569611467934186
98,0.00030070049731297156
99,0.015250475492497273
100,0.00015543945591366197
101,0.03393557525988854
102,0.0
103,0.7825383819398224
104,0.00024660105677050853
105,0.0388890776873574
106,0.017308363989228092
107,0.0002134171590887766
108,0.0030434894182346855
109,0.007560134309952751
110,0.0004299195740774508
111,0.0007376916734447469
