Id,Prediction
1,0.0
2,0.014492753623188406
3,0.0
4,0.028985507246376812
5,0.0
6,0.057971014492753624
7,0.007246376811594203
8,0.007246376811594203
9,0.0
10,0.0
11,0.021739130434782608
12,0.007246376811594203
13,0.0
14,0.007246376811594203
15,0.014492753623188406
16,0.0
17,0.007246376811594203
18,0.0
19,0.0
20,0.014492753623188406
21,0.0
22,0.0
23,0.0
24,0.13043478260869565
25,0.0
26,0.014492753623188406
27,0.0
28,0.021739130434782608
29,0.014492753623188406
30,0.007246376811594203
31,0.0
32,0.0
33,0.014492753623188406
34,0.014492753623188406
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,0.0
42,0.021739130434782608
43,0.0
44,0.0
45,0.14492753623188406
46,0.007246376811594203
47,0.0
48,0.021739130434782608
49,0.11594202898550725
50,0.007246376811594203
51,0.41304347826086957
52,0.13768115942028986
53,0.007246376811594203
54,0.16666666666666666
55,0.0
56,0.028985507246376812
57,0.007246376811594203
58,0.0
59,0.13768115942028986
60,0.036231884057971016
61,0.06521739130434782
62,0.0
63,0.13043478260869565
64,0.0
65,0.0
66,0.007246376811594203
67,0.036231884057971016
68,0.0
69,0.014492753623188406
70,0.0
71,0.0
72,0.007246376811594203
73,0.0
74,0.014492753623188406
75,0.007246376811594203
76,0.007246376811594203
77,0.028985507246376812
78,0.2318840579710145
79,0.007246376811594203
80,0.3188405797101449
81,0.007246376811594203
82,0.35507246376811596
83,0.007246376811594203
84,0.0
85,0.0
86,0.0
87,0.0
88,0.043478260869565216
89,0.036231884057971016
90,0.0
91,0.0
92,0.0
93,0.0
94,0.036231884057971016
95,0.07246376811594203
96,0.0
97,0.3333333333333333
98,0.0
99,0.0
100,0.0
101,0.0
102,0.0
103,0.007246376811594203
104,0.0
105,0.007246376811594203
106,0.014492753623188406
107,0.0
108,0.0
109,0.0
110,0.0
111,0.0
112,0.06521739130434782
113,0.0
114,0.0
115,0.007246376811594203
116,0.0
117,0.057971014492753624
118,0.0
119,0.0
120,0.0
121,0.007246376811594203
122,0.4492753623188406
123,0.09420289855072464
124,0.007246376811594203
125,0.043478260869565216
126,0.0
127,0.007246376811594203
128,0.0
129,0.0
130,0.057971014492753624
131,0.0
132,0.007246376811594203
133,0.007246376811594203
134,0.0
135,0.0
136,0.007246376811594203
137,0.0
138,0.007246376811594203
139,0.014492753623188406
140,0.0
141,0.0
142,0.007246376811594203
143,0.0
144,0.0
145,0.014492753623188406
146,0.007246376811594203
147,0.0
148,0.10869565217391304
149,0.08695652173913043
150,0.0
151,0.0
152,0.014492753623188406
153,0.028985507246376812
154,0.06521739130434782
155,0.0
156,0.014492753623188406
157,0.050724637681159424
158,0.0
159,0.0
160,0.0
161,0.0
162,0.07246376811594203
163,0.0
164,0.0
165,0.0
166,0.0
167,0.0
168,0.007246376811594203
169,0.028985507246376812
170,0.0
171,0.021739130434782608
172,0.08695652173913043
173,0.007246376811594203
174,0.06521739130434782
175,0.014492753623188406
176,0.0
177,0.021739130434782608
178,0.07971014492753623
179,0.0
180,0.007246376811594203
181,0.0
182,0.06521739130434782
183,0.007246376811594203
184,0.028985507246376812
185,0.021739130434782608
186,0.021739130434782608
187,0.0
188,0.0
189,0.021739130434782608
190,0.007246376811594203
191,0.021739130434782608
192,0.0
193,0.0
194,0.014492753623188406
195,0.0
196,0.0
197,0.007246376811594203
198,0.09420289855072464
199,0.0
200,0.007246376811594203
201,0.028985507246376812
202,0.050724637681159424
203,0.0
204,0.014492753623188406
205,0.0
206,0.007246376811594203
207,0.2608695652173913
208,0.028985507246376812
209,0.0
210,0.043478260869565216
211,0.0
212,0.0
213,0.0
214,0.007246376811594203
215,0.014492753623188406
216,0.007246376811594203
217,0.0
218,0.16666666666666666
219,0.007246376811594203
220,0.0
221,0.021739130434782608
222,0.014492753623188406
223,0.014492753623188406
224,0.021739130434782608
225,0.043478260869565216
226,0.0
227,0.13043478260869565
228,0.021739130434782608
229,0.0
230,0.0
231,0.050724637681159424
232,0.0
